OrderID,Stage,Location,StageStart,StageEnd
1211,WH_SUB,K1,2024-03-14 09:00:00,2024-03-16 00:00:00
1211,Delivery,Customer,2024-03-16 00:00:00,2024-03-18 07:00:00
1212,Receive,N/A,2024-03-09 08:00:00,2024-03-09 14:00:00
1212,WH_MAIN,WH_MAIN,2024-03-09 14:00:00,2024-03-10 00:00:00
1212,WH_SUB,K1,2024-03-10 00:00:00,2024-03-11 15:00:00
1212,Delivery,Customer,2024-03-11 15:00:00,2024-03-14 15:00:00
1213,Receive,N/A,2024-03-24 08:00:00,2024-03-24 11:00:00
1213,WH_MAIN,WH_MAIN,2024-03-24 11:00:00,2024-03-25 03:00:00
1213,WH_SUB,K2,2024-03-25 03:00:00,2024-03-27 04:00:00
1213,Delivery,Customer,2024-03-27 04:00:00,2024-03-30 05:00:00
1214,Receive,N/A,2024-03-01 08:00:00,2024-03-01 16:00:00
1215,Receive,N/A,2024-03-22 08:00:00,2024-03-22 14:00:00
1215,WH_MAIN,WH_MAIN,2024-03-22 14:00:00,2024-03-23 02:00:00
1215,WH_SUB,K2,2024-03-23 02:00:00,2024-03-24 16:00:00
1215,Delivery,Customer,2024-03-24 16:00:00,2024-03-27 00:00:00
1216,Receive,N/A,2024-03-17 08:00:00,2024-03-17 12:00:00
1216,WH_MAIN,WH_MAIN,2024-03-17 12:00:00,2024-03-17 19:00:00
1216,WH_SUB,K1,2024-03-17 19:00:00,2024-03-19 17:00:00
1216,Delivery,Customer,2024-03-19 17:00:00,2024-03-22 23:00:00
1217,Receive,N/A,2024-03-30 08:00:00,2024-03-30 13:00:00
1217,WH_MAIN,WH_MAIN,2024-03-30 13:00:00,2024-03-30 20:00:00
1217,WH_SUB,K4,2024-03-30 20:00:00,2024-04-02 13:00:00
1217,Delivery,Customer,2024-04-02 13:00:00,2024-04-05 02:00:00
1218,Receive,N/A,2024-03-17 08:00:00,2024-03-17 17:00:00
1218,WH_MAIN,WH_MAIN,2024-03-17 17:00:00,2024-03-18 10:00:00
1218,WH_SUB,K1,2024-03-18 10:00:00,2024-03-21 06:00:00
1218,Delivery,Customer,2024-03-21 06:00:00,2024-03-24 18:00:00
1219,Receive,N/A,2024-03-29 08:00:00,2024-03-29 17:00:00
1219,WH_MAIN,WH_MAIN,2024-03-29 17:00:00,2024-03-30 05:00:00
1219,WH_SUB,K1,2024-03-30 05:00:00,2024-04-02 00:00:00
1219,Delivery,Customer,2024-04-02 00:00:00,2024-04-06 00:00:00
1220,Receive,N/A,2024-03-25 08:00:00,2024-03-25 13:00:00
1220,WH_MAIN,WH_MAIN,2024-03-25 13:00:00,2024-03-26 03:00:00
1220,WH_SUB,K4,2024-03-26 03:00:00,2024-03-27 15:00:00
1220,Delivery,Customer,2024-03-27 15:00:00,2024-03-30 06:00:00
1221,Receive,N/A,2024-03-02 08:00:00,2024-03-02 11:00:00
1221,WH_MAIN,WH_MAIN,2024-03-02 11:00:00,2024-03-03 02:00:00
1221,WH_SUB,K1,2024-03-03 02:00:00,2024-03-05 11:00:00
1221,Delivery,Customer,2024-03-05 11:00:00,2024-03-07 23:00:00
1222,Receive,N/A,2024-03-26 08:00:00,2024-03-26 11:00:00
1222,WH_MAIN,WH_MAIN,2024-03-26 11:00:00,2024-03-26 19:00:00
1222,WH_SUB,K2,2024-03-26 19:00:00,2024-03-29 09:00:00
1222,Delivery,Customer,2024-03-29 09:00:00,2024-04-01 13:00:00
1223,Receive,N/A,2024-03-16 08:00:00,2024-03-16 10:00:00
1223,WH_MAIN,WH_MAIN,2024-03-16 10:00:00,2024-03-16 20:00:00
1223,WH_SUB,K1,2024-03-16 20:00:00,2024-03-19 15:00:00
1223,Delivery,Customer,2024-03-19 15:00:00,2024-03-23 10:00:00
1224,Receive,N/A,2024-03-23 08:00:00,2024-03-23 18:00:00
1224,WH_MAIN,WH_MAIN,2024-03-23 18:00:00,2024-03-24 08:00:00
1224,WH_SUB,K3,2024-03-24 08:00:00,2024-03-26 22:00:00
1224,Delivery,Customer,2024-03-26 22:00:00,2024-03-28 22:00:00
1225,Receive,N/A,2024-03-05 08:00:00,2024-03-05 10:00:00
1225,WH_MAIN,WH_MAIN,2024-03-05 10:00:00,2024-03-05 23:00:00
1225,WH_SUB,K2,2024-03-05 23:00:00,2024-03-08 04:00:00
1225,Delivery,Customer,2024-03-08 04:00:00,2024-03-10 21:00:00
1226,Receive,N/A,2024-03-02 08:00:00,2024-03-02 14:00:00
1226,WH_MAIN,WH_MAIN,2024-03-02 14:00:00,2024-03-02 20:00:00
1226,WH_SUB,K1,2024-03-02 20:00:00,2024-03-05 17:00:00
1226,Delivery,Customer,2024-03-05 17:00:00,2024-03-08 07:00:00
1227,Receive,N/A,2024-03-20 08:00:00,2024-03-20 10:00:00
1227,WH_MAIN,WH_MAIN,2024-03-20 10:00:00,2024-03-20 19:00:00
1227,WH_SUB,K2,2024-03-20 19:00:00,2024-03-22 06:00:00
1228,Receive,N/A,2024-03-18 08:00:00,2024-03-18 14:00:00
1228,WH_MAIN,WH_MAIN,2024-03-18 14:00:00,2024-03-19 06:00:00
1228,WH_SUB,K3,2024-03-19 06:00:00,2024-03-20 11:00:00
1229,Receive,N/A,2024-03-10 08:00:00,2024-03-10 17:00:00
1229,WH_MAIN,WH_MAIN,2024-03-10 17:00:00,2024-03-11 11:00:00
1229,WH_SUB,K1,2024-03-11 11:00:00,2024-03-13 20:00:00
1229,Delivery,Customer,2024-03-13 20:00:00,2024-03-15 23:00:00
1230,Receive,N/A,2024-03-22 08:00:00,2024-03-22 17:00:00
1230,WH_MAIN,WH_MAIN,2024-03-22 17:00:00,2024-03-23 04:00:00
1230,WH_SUB,K1,2024-03-23 04:00:00,2024-03-26 00:00:00
1230,Delivery,Customer,2024-03-26 00:00:00,2024-03-29 18:00:00
1231,Receive,N/A,2024-03-11 08:00:00,2024-03-11 11:00:00
1231,WH_MAIN,WH_MAIN,2024-03-11 11:00:00,2024-03-12 01:00:00
1231,WH_SUB,K1,2024-03-12 01:00:00,2024-03-13 03:00:00
1231,Delivery,Customer,2024-03-13 03:00:00,2024-03-15 07:00:00
1232,Receive,N/A,2024-03-23 08:00:00,2024-03-23 14:00:00
1232,WH_MAIN,WH_MAIN,2024-03-23 14:00:00,2024-03-24 02:00:00
1232,WH_SUB,K1,2024-03-24 02:00:00,2024-03-27 02:00:00
1232,Delivery,Customer,2024-03-27 02:00:00,2024-03-29 21:00:00
1233,Receive,N/A,2024-03-17 08:00:00,2024-03-17 10:00:00
1233,WH_MAIN,WH_MAIN,2024-03-17 10:00:00,2024-03-18 01:00:00
1233,WH_SUB,K2,2024-03-18 01:00:00,2024-03-20 11:00:00
1233,Delivery,Customer,2024-03-20 11:00:00,2024-03-23 03:00:00
1234,Receive,N/A,2024-03-05 08:00:00,2024-03-05 17:00:00
1234,WH_MAIN,WH_MAIN,2024-03-05 17:00:00,2024-03-06 01:00:00
1234,WH_SUB,K2,2024-03-06 01:00:00,2024-03-08 14:00:00
1234,Delivery,Customer,2024-03-08 14:00:00,2024-03-12 12:00:00
1235,Receive,N/A,2024-03-21 08:00:00,2024-03-21 18:00:00
1235,WH_MAIN,WH_MAIN,2024-03-21 18:00:00,2024-03-22 04:00:00
1235,WH_SUB,K2,2024-03-22 04:00:00,2024-03-24 13:00:00
1235,Delivery,Customer,2024-03-24 13:00:00,2024-03-26 15:00:00
1236,Receive,N/A,2024-03-20 08:00:00,2024-03-20 18:00:00
1236,WH_MAIN,WH_MAIN,2024-03-20 18:00:00,2024-03-21 01:00:00
1236,WH_SUB,K1,2024-03-21 01:00:00,2024-03-22 12:00:00
1236,Delivery,Customer,2024-03-22 12:00:00,2024-03-25 02:00:00
1237,Receive,N/A,2024-03-31 08:00:00,2024-03-31 17:00:00
1237,WH_MAIN,WH_MAIN,2024-03-31 17:00:00,2024-04-01 09:00:00
1237,WH_SUB,K2,2024-04-01 09:00:00,2024-04-03 18:00:00
1237,Delivery,Customer,2024-04-03 18:00:00,2024-04-06 08:00:00
1238,Receive,N/A,2024-03-04 08:00:00,2024-03-04 15:00:00
1238,WH_MAIN,WH_MAIN,2024-03-04 15:00:00,2024-03-05 01:00:00
1238,WH_SUB,K4,2024-03-05 01:00:00,2024-03-08 00:00:00
1238,Delivery,Customer,2024-03-08 00:00:00,2024-03-10 05:00:00
1239,Receive,N/A,2024-03-23 08:00:00,2024-03-23 14:00:00
1239,WH_MAIN,WH_MAIN,2024-03-23 14:00:00,2024-03-24 08:00:00
1239,WH_SUB,K2,2024-03-24 08:00:00,2024-03-26 11:00:00
1239,Delivery,Customer,2024-03-26 11:00:00,2024-03-29 03:00:00
1240,Receive,N/A,2024-03-15 08:00:00,2024-03-15 11:00:00
1240,WH_MAIN,WH_MAIN,2024-03-15 11:00:00,2024-03-16 05:00:00
1240,WH_SUB,K4,2024-03-16 05:00:00,2024-03-17 07:00:00
1240,Delivery,Customer,2024-03-17 07:00:00,2024-03-20 16:00:00
1241,Receive,N/A,2024-03-27 08:00:00,2024-03-27 17:00:00
1241,WH_MAIN,WH_MAIN,2024-03-27 17:00:00,2024-03-28 11:00:00
1241,WH_SUB,K1,2024-03-28 11:00:00,2024-03-29 16:00:00
1241,Delivery,Customer,2024-03-29 16:00:00,2024-04-01 07:00:00
1242,Receive,N/A,2024-03-28 08:00:00,2024-03-28 17:00:00
1242,WH_MAIN,WH_MAIN,2024-03-28 17:00:00,2024-03-29 09:00:00
1242,WH_SUB,K3,2024-03-29 09:00:00,2024-04-01 08:00:00
1242,Delivery,Customer,2024-04-01 08:00:00,2024-04-05 02:00:00
1243,Receive,N/A,2024-03-14 08:00:00,2024-03-14 18:00:00
1243,WH_MAIN,WH_MAIN,2024-03-14 18:00:00,2024-03-15 03:00:00
1243,WH_SUB,K3,2024-03-15 03:00:00,2024-03-17 05:00:00
1243,Delivery,Customer,2024-03-17 05:00:00,2024-03-19 11:00:00
1244,Receive,N/A,2024-03-26 08:00:00,2024-03-26 14:00:00
1244,WH_MAIN,WH_MAIN,2024-03-26 14:00:00,2024-03-27 05:00:00
1244,WH_SUB,K1,2024-03-27 05:00:00,2024-03-29 11:00:00
1244,Delivery,Customer,2024-03-29 11:00:00,2024-03-31 20:00:00
1245,Receive,N/A,2024-03-31 08:00:00,2024-03-31 14:00:00
1245,WH_MAIN,WH_MAIN,2024-03-31 14:00:00,2024-03-31 21:00:00
1245,WH_SUB,K3,2024-03-31 21:00:00,2024-04-03 08:00:00
1245,Delivery,Customer,2024-04-03 08:00:00,2024-04-05 20:00:00
1246,Receive,N/A,2024-03-16 08:00:00,2024-03-16 16:00:00
1246,WH_MAIN,WH_MAIN,2024-03-16 16:00:00,2024-03-17 10:00:00
1246,WH_SUB,K1,2024-03-17 10:00:00,2024-03-20 07:00:00
1246,Delivery,Customer,2024-03-20 07:00:00,2024-03-23 23:00:00
1247,Receive,N/A,2024-03-21 08:00:00,2024-03-21 10:00:00
1247,WH_MAIN,WH_MAIN,2024-03-21 10:00:00,2024-03-21 17:00:00
1247,WH_SUB,K3,2024-03-21 17:00:00,2024-03-23 16:00:00
1247,Delivery,Customer,2024-03-23 16:00:00,2024-03-27 15:00:00
1248,Receive,N/A,2024-03-12 08:00:00,2024-03-12 15:00:00
1248,WH_MAIN,WH_MAIN,2024-03-12 15:00:00,2024-03-13 03:00:00
1248,WH_SUB,K4,2024-03-13 03:00:00,2024-03-14 12:00:00
1248,Delivery,Customer,2024-03-14 12:00:00,2024-03-17 21:00:00
1249,Receive,N/A,2024-03-05 08:00:00,2024-03-05 14:00:00
1249,WH_MAIN,WH_MAIN,2024-03-05 14:00:00,2024-03-05 23:00:00
1249,WH_SUB,K4,2024-03-05 23:00:00,2024-03-07 18:00:00
1249,Delivery,Customer,2024-03-07 18:00:00,2024-03-09 21:00:00
1250,Receive,N/A,2024-03-04 08:00:00,2024-03-04 10:00:00
1250,WH_MAIN,WH_MAIN,2024-03-04 10:00:00,2024-03-04 16:00:00
1250,WH_SUB,K1,2024-03-04 16:00:00,2024-03-06 01:00:00
1250,Delivery,Customer,2024-03-06 01:00:00,2024-03-08 22:00:00
1251,Receive,N/A,2024-03-15 08:00:00,2024-03-15 17:00:00
1251,WH_MAIN,WH_MAIN,2024-03-15 17:00:00,2024-03-16 00:00:00
1251,WH_SUB,K3,2024-03-16 00:00:00,2024-03-17 13:00:00
1252,Receive,N/A,2024-03-10 08:00:00,2024-03-10 13:00:00
1252,WH_MAIN,WH_MAIN,2024-03-10 13:00:00,2024-03-10 22:00:00
1252,WH_SUB,K2,2024-03-10 22:00:00,2024-03-12 09:00:00
1252,Delivery,Customer,2024-03-12 09:00:00,2024-03-14 19:00:00
1253,Receive,N/A,2024-04-30 08:00:00,2024-04-30 10:00:00
1253,WH_MAIN,WH_MAIN,2024-04-30 10:00:00,2024-04-30 18:00:00
1253,WH_SUB,K3,2024-04-30 18:00:00,2024-05-02 16:00:00
1253,Delivery,Customer,2024-05-02 16:00:00,2024-05-06 13:00:00
1254,Receive,N/A,2024-04-26 08:00:00,2024-04-26 11:00:00
1255,Receive,N/A,2024-04-14 08:00:00,2024-04-14 10:00:00
1255,WH_MAIN,WH_MAIN,2024-04-14 10:00:00,2024-04-15 00:00:00
1255,WH_SUB,K2,2024-04-15 00:00:00,2024-04-17 14:00:00
1255,Delivery,Customer,2024-04-17 14:00:00,2024-04-20 18:00:00
1256,Receive,N/A,2024-04-23 08:00:00,2024-04-23 13:00:00
1256,WH_MAIN,WH_MAIN,2024-04-23 13:00:00,2024-04-23 22:00:00
1256,WH_SUB,K2,2024-04-23 22:00:00,2024-04-25 19:00:00
1256,Delivery,Customer,2024-04-25 19:00:00,2024-04-27 21:00:00
1257,Receive,N/A,2024-04-09 08:00:00,2024-04-09 10:00:00
1258,Receive,N/A,2024-04-23 08:00:00,2024-04-23 17:00:00
1258,WH_MAIN,WH_MAIN,2024-04-23 17:00:00,2024-04-24 03:00:00
1258,WH_SUB,K2,2024-04-24 03:00:00,2024-04-27 01:00:00
1258,Delivery,Customer,2024-04-27 01:00:00,2024-04-29 20:00:00
1259,Receive,N/A,2024-04-30 08:00:00,2024-04-30 15:00:00
1259,WH_MAIN,WH_MAIN,2024-04-30 15:00:00,2024-05-01 01:00:00
1259,WH_SUB,K4,2024-05-01 01:00:00,2024-05-02 03:00:00
1259,Delivery,Customer,2024-05-02 03:00:00,2024-05-05 16:00:00
1260,Receive,N/A,2024-04-15 08:00:00,2024-04-15 11:00:00
1260,WH_MAIN,WH_MAIN,2024-04-15 11:00:00,2024-04-15 17:00:00
1260,WH_SUB,K1,2024-04-15 17:00:00,2024-04-17 16:00:00
1260,Delivery,Customer,2024-04-17 16:00:00,2024-04-20 06:00:00
1261,Receive,N/A,2024-04-21 08:00:00,2024-04-21 17:00:00
1261,WH_MAIN,WH_MAIN,2024-04-21 17:00:00,2024-04-22 07:00:00
1261,WH_SUB,K1,2024-04-22 07:00:00,2024-04-23 23:00:00
1261,Delivery,Customer,2024-04-23 23:00:00,2024-04-26 06:00:00
1262,Receive,N/A,2024-04-17 08:00:00,2024-04-17 11:00:00
1262,WH_MAIN,WH_MAIN,2024-04-17 11:00:00,2024-04-17 19:00:00
1262,WH_SUB,K1,2024-04-17 19:00:00,2024-04-19 23:00:00
1262,Delivery,Customer,2024-04-19 23:00:00,2024-04-22 22:00:00
1263,Receive,N/A,2024-04-23 08:00:00,2024-04-23 12:00:00
1263,WH_MAIN,WH_MAIN,2024-04-23 12:00:00,2024-04-24 02:00:00
1263,WH_SUB,K3,2024-04-24 02:00:00,2024-04-26 07:00:00
1263,Delivery,Customer,2024-04-26 07:00:00,2024-04-28 23:00:00
1264,Receive,N/A,2024-04-22 08:00:00,2024-04-22 13:00:00
1264,WH_MAIN,WH_MAIN,2024-04-22 13:00:00,2024-04-23 00:00:00
1264,WH_SUB,K1,2024-04-23 00:00:00,2024-04-25 23:00:00
1264,Delivery,Customer,2024-04-25 23:00:00,2024-04-28 20:00:00
1265,Receive,N/A,2024-04-03 08:00:00,2024-04-03 15:00:00
1265,WH_MAIN,WH_MAIN,2024-04-03 15:00:00,2024-04-03 22:00:00
1265,WH_SUB,K4,2024-04-03 22:00:00,2024-04-05 05:00:00
1265,Delivery,Customer,2024-04-05 05:00:00,2024-04-07 17:00:00
1266,Receive,N/A,2024-04-11 08:00:00,2024-04-11 10:00:00
1266,WH_MAIN,WH_MAIN,2024-04-11 10:00:00,2024-04-11 17:00:00
1266,WH_SUB,K3,2024-04-11 17:00:00,2024-04-13 22:00:00
1266,Delivery,Customer,2024-04-13 22:00:00,2024-04-17 19:00:00
1267,Receive,N/A,2024-04-08 08:00:00,2024-04-08 15:00:00
1267,WH_MAIN,WH_MAIN,2024-04-08 15:00:00,2024-04-09 09:00:00
1267,WH_SUB,K3,2024-04-09 09:00:00,2024-04-11 09:00:00
1267,Delivery,Customer,2024-04-11 09:00:00,2024-04-14 22:00:00
1268,Receive,N/A,2024-04-11 08:00:00,2024-04-11 18:00:00
1268,WH_MAIN,WH_MAIN,2024-04-11 18:00:00,2024-04-12 05:00:00
1268,WH_SUB,K1,2024-04-12 05:00:00,2024-04-14 04:00:00
1268,Delivery,Customer,2024-04-14 04:00:00,2024-04-16 15:00:00
1269,Receive,N/A,2024-04-23 08:00:00,2024-04-23 18:00:00
1269,WH_MAIN,WH_MAIN,2024-04-23 18:00:00,2024-04-24 05:00:00
1269,WH_SUB,K2,2024-04-24 05:00:00,2024-04-26 02:00:00
1269,Delivery,Customer,2024-04-26 02:00:00,2024-04-29 10:00:00
1270,Receive,N/A,2024-04-16 08:00:00,2024-04-16 17:00:00
1270,WH_MAIN,WH_MAIN,2024-04-16 17:00:00,2024-04-17 10:00:00
1270,WH_SUB,K3,2024-04-17 10:00:00,2024-04-19 18:00:00
1270,Delivery,Customer,2024-04-19 18:00:00,2024-04-23 02:00:00
1271,Receive,N/A,2024-04-08 08:00:00,2024-04-08 18:00:00
1271,WH_MAIN,WH_MAIN,2024-04-08 18:00:00,2024-04-09 00:00:00
1271,WH_SUB,K1,2024-04-09 00:00:00,2024-04-11 01:00:00
1271,Delivery,Customer,2024-04-11 01:00:00,2024-04-13 02:00:00
1272,Receive,N/A,2024-04-25 08:00:00,2024-04-25 15:00:00
1272,WH_MAIN,WH_MAIN,2024-04-25 15:00:00,2024-04-26 06:00:00
1272,WH_SUB,K3,2024-04-26 06:00:00,2024-04-27 20:00:00
1272,Delivery,Customer,2024-04-27 20:00:00,2024-05-01 15:00:00
1273,Receive,N/A,2024-04-24 08:00:00,2024-04-24 10:00:00
1274,Receive,N/A,2024-04-08 08:00:00,2024-04-08 12:00:00
1274,WH_MAIN,WH_MAIN,2024-04-08 12:00:00,2024-04-09 02:00:00
1274,WH_SUB,K2,2024-04-09 02:00:00,2024-04-10 10:00:00
1274,Delivery,Customer,2024-04-10 10:00:00,2024-04-13 17:00:00
1275,Receive,N/A,2024-04-05 08:00:00,2024-04-05 18:00:00
1275,WH_MAIN,WH_MAIN,2024-04-05 18:00:00,2024-04-06 07:00:00
1275,WH_SUB,K4,2024-04-06 07:00:00,2024-04-07 14:00:00
1275,Delivery,Customer,2024-04-07 14:00:00,2024-04-10 09:00:00
1276,Receive,N/A,2024-04-08 08:00:00,2024-04-08 16:00:00
1276,WH_MAIN,WH_MAIN,2024-04-08 16:00:00,2024-04-09 01:00:00
1276,WH_SUB,K2,2024-04-09 01:00:00,2024-04-10 22:00:00
1276,Delivery,Customer,2024-04-10 22:00:00,2024-04-13 00:00:00
1277,Receive,N/A,2024-04-30 08:00:00,2024-04-30 18:00:00
1277,WH_MAIN,WH_MAIN,2024-04-30 18:00:00,2024-05-01 10:00:00
1277,WH_SUB,K4,2024-05-01 10:00:00,2024-05-03 03:00:00
1277,Delivery,Customer,2024-05-03 03:00:00,2024-05-06 01:00:00
1278,Receive,N/A,2024-04-12 08:00:00,2024-04-12 18:00:00
1278,WH_MAIN,WH_MAIN,2024-04-12 18:00:00,2024-04-13 09:00:00
1278,WH_SUB,K3,2024-04-13 09:00:00,2024-04-15 03:00:00
1279,Receive,N/A,2024-04-30 08:00:00,2024-04-30 13:00:00
1279,WH_MAIN,WH_MAIN,2024-04-30 13:00:00,2024-05-01 07:00:00
1279,WH_SUB,K2,2024-05-01 07:00:00,2024-05-03 14:00:00
1279,Delivery,Customer,2024-05-03 14:00:00,2024-05-06 07:00:00
1280,Receive,N/A,2024-04-29 08:00:00,2024-04-29 15:00:00
1280,WH_MAIN,WH_MAIN,2024-04-29 15:00:00,2024-04-30 02:00:00
1280,WH_SUB,K2,2024-04-30 02:00:00,2024-05-02 14:00:00
1281,Receive,N/A,2024-04-03 08:00:00,2024-04-03 18:00:00
1281,WH_MAIN,WH_MAIN,2024-04-03 18:00:00,2024-04-04 11:00:00
1281,WH_SUB,K1,2024-04-04 11:00:00,2024-04-05 20:00:00
1281,Delivery,Customer,2024-04-05 20:00:00,2024-04-09 00:00:00
1282,Receive,N/A,2024-04-15 08:00:00,2024-04-15 15:00:00
1282,WH_MAIN,WH_MAIN,2024-04-15 15:00:00,2024-04-15 21:00:00
1282,WH_SUB,K1,2024-04-15 21:00:00,2024-04-17 03:00:00
1282,Delivery,Customer,2024-04-17 03:00:00,2024-04-20 08:00:00
1283,Receive,N/A,2024-04-16 08:00:00,2024-04-16 14:00:00
1283,WH_MAIN,WH_MAIN,2024-04-16 14:00:00,2024-04-17 08:00:00
1283,WH_SUB,K2,2024-04-17 08:00:00,2024-04-19 07:00:00
1283,Delivery,Customer,2024-04-19 07:00:00,2024-04-21 10:00:00
1284,Receive,N/A,2024-04-13 08:00:00,2024-04-13 13:00:00
1284,WH_MAIN,WH_MAIN,2024-04-13 13:00:00,2024-04-13 20:00:00
1284,WH_SUB,K2,2024-04-13 20:00:00,2024-04-16 20:00:00
1284,Delivery,Customer,2024-04-16 20:00:00,2024-04-20 12:00:00
1285,Receive,N/A,2024-04-05 08:00:00,2024-04-05 13:00:00
1285,WH_MAIN,WH_MAIN,2024-04-05 13:00:00,2024-04-05 20:00:00
1285,WH_SUB,K4,2024-04-05 20:00:00,2024-04-08 07:00:00
1285,Delivery,Customer,2024-04-08 07:00:00,2024-04-11 16:00:00
1286,Receive,N/A,2024-04-05 08:00:00,2024-04-05 13:00:00
1286,WH_MAIN,WH_MAIN,2024-04-05 13:00:00,2024-04-06 04:00:00
1286,WH_SUB,K2,2024-04-06 04:00:00,2024-04-07 15:00:00
1286,Delivery,Customer,2024-04-07 15:00:00,2024-04-10 08:00:00
1287,Receive,N/A,2024-04-06 08:00:00,2024-04-06 17:00:00
1287,WH_MAIN,WH_MAIN,2024-04-06 17:00:00,2024-04-06 23:00:00
1287,WH_SUB,K3,2024-04-06 23:00:00,2024-04-09 00:00:00
1287,Delivery,Customer,2024-04-09 00:00:00,2024-04-12 23:00:00
1288,Receive,N/A,2024-04-23 08:00:00,2024-04-23 16:00:00
1288,WH_MAIN,WH_MAIN,2024-04-23 16:00:00,2024-04-23 23:00:00
1288,WH_SUB,K1,2024-04-23 23:00:00,2024-04-26 11:00:00
1288,Delivery,Customer,2024-04-26 11:00:00,2024-04-30 07:00:00
1289,Receive,N/A,2024-04-05 08:00:00,2024-04-05 18:00:00
1289,WH_MAIN,WH_MAIN,2024-04-05 18:00:00,2024-04-06 11:00:00
1289,WH_SUB,K3,2024-04-06 11:00:00,2024-04-09 09:00:00
1289,Delivery,Customer,2024-04-09 09:00:00,2024-04-12 23:00:00
1290,Receive,N/A,2024-04-27 08:00:00,2024-04-27 18:00:00
1290,WH_MAIN,WH_MAIN,2024-04-27 18:00:00,2024-04-28 06:00:00
1290,WH_SUB,K2,2024-04-28 06:00:00,2024-04-29 22:00:00
1290,Delivery,Customer,2024-04-29 22:00:00,2024-05-03 01:00:00
1291,Receive,N/A,2024-04-13 08:00:00,2024-04-13 11:00:00
1291,WH_MAIN,WH_MAIN,2024-04-13 11:00:00,2024-04-13 21:00:00
1291,WH_SUB,K3,2024-04-13 21:00:00,2024-04-14 21:00:00
1291,Delivery,Customer,2024-04-14 21:00:00,2024-04-18 08:00:00
1292,Receive,N/A,2024-04-06 08:00:00,2024-04-06 16:00:00
1292,WH_MAIN,WH_MAIN,2024-04-06 16:00:00,2024-04-07 08:00:00
1292,WH_SUB,K2,2024-04-07 08:00:00,2024-04-08 17:00:00
1292,Delivery,Customer,2024-04-08 17:00:00,2024-04-11 06:00:00
1293,Receive,N/A,2024-04-15 08:00:00,2024-04-15 18:00:00
1293,WH_MAIN,WH_MAIN,2024-04-15 18:00:00,2024-04-16 03:00:00
1293,WH_SUB,K2,2024-04-16 03:00:00,2024-04-17 10:00:00
1293,Delivery,Customer,2024-04-17 10:00:00,2024-04-19 10:00:00
1294,Receive,N/A,2024-04-22 08:00:00,2024-04-22 18:00:00
1294,WH_MAIN,WH_MAIN,2024-04-22 18:00:00,2024-04-23 03:00:00
1294,WH_SUB,K4,2024-04-23 03:00:00,2024-04-25 21:00:00
1294,Delivery,Customer,2024-04-25 21:00:00,2024-04-29 09:00:00
1295,Receive,N/A,2024-04-21 08:00:00,2024-04-21 14:00:00
1295,WH_MAIN,WH_MAIN,2024-04-21 14:00:00,2024-04-22 03:00:00
1295,WH_SUB,K4,2024-04-22 03:00:00,2024-04-24 06:00:00
1295,Delivery,Customer,2024-04-24 06:00:00,2024-04-26 11:00:00
1296,Receive,N/A,2024-04-24 08:00:00,2024-04-24 13:00:00
1296,WH_MAIN,WH_MAIN,2024-04-24 13:00:00,2024-04-24 20:00:00
1296,WH_SUB,K1,2024-04-24 20:00:00,2024-04-26 04:00:00
1296,Delivery,Customer,2024-04-26 04:00:00,2024-04-28 23:00:00
1297,Receive,N/A,2024-04-10 08:00:00,2024-04-10 10:00:00
1297,WH_MAIN,WH_MAIN,2024-04-10 10:00:00,2024-04-10 21:00:00
1297,WH_SUB,K3,2024-04-10 21:00:00,2024-04-13 09:00:00
1298,Receive,N/A,2024-04-26 08:00:00,2024-04-26 14:00:00
1298,WH_MAIN,WH_MAIN,2024-04-26 14:00:00,2024-04-26 22:00:00
1298,WH_SUB,K4,2024-04-26 22:00:00,2024-04-28 11:00:00
1298,Delivery,Customer,2024-04-28 11:00:00,2024-05-01 06:00:00
1299,Receive,N/A,2024-04-22 08:00:00,2024-04-22 14:00:00
1299,WH_MAIN,WH_MAIN,2024-04-22 14:00:00,2024-04-23 06:00:00
1299,WH_SUB,K3,2024-04-23 06:00:00,2024-04-25 15:00:00
1299,Delivery,Customer,2024-04-25 15:00:00,2024-04-28 19:00:00
1300,Receive,N/A,2024-04-21 08:00:00,2024-04-21 18:00:00
1300,WH_MAIN,WH_MAIN,2024-04-21 18:00:00,2024-04-22 07:00:00
1300,WH_SUB,K1,2024-04-22 07:00:00,2024-04-25 05:00:00
1300,Delivery,Customer,2024-04-25 05:00:00,2024-04-28 03:00:00
1301,Receive,N/A,2024-04-04 08:00:00,2024-04-04 15:00:00
1301,WH_MAIN,WH_MAIN,2024-04-04 15:00:00,2024-04-05 09:00:00
1301,WH_SUB,K4,2024-04-05 09:00:00,2024-04-07 00:00:00
1302,Receive,N/A,2024-04-04 08:00:00,2024-04-04 16:00:00
1302,WH_MAIN,WH_MAIN,2024-04-04 16:00:00,2024-04-05 02:00:00
1302,WH_SUB,K1,2024-04-05 02:00:00,2024-04-06 09:00:00
1302,Delivery,Customer,2024-04-06 09:00:00,2024-04-09 22:00:00
1303,Receive,N/A,2024-04-30 08:00:00,2024-04-30 14:00:00
1304,Receive,N/A,2024-04-17 08:00:00,2024-04-17 11:00:00
1304,WH_MAIN,WH_MAIN,2024-04-17 11:00:00,2024-04-17 23:00:00
1304,WH_SUB,K1,2024-04-17 23:00:00,2024-04-20 00:00:00
