OrderID,OrderDate,CustomerID,Revenue,WarehouseRoute,Status,ReturnFlag,SLA_Result,FeedbackScore,ProductID,ChannelID
1375,2024-07-06,C010,353018,K4,Completed,0,1,4,P001,CH05
1376,2024-08-04,C001,875799,K4,Completed,0,1,4,P024,CH01
1377,2024-01-11,C012,733831,WH_MAIN,Completed,0,1,3,P020,CH01
1378,2024-09-18,C006,560769,K3,Completed,0,1,3,P011,CH04
1379,2024-10-28,C042,737714,K1,Completed,0,1,4,P017,CH01
1380,2024-05-27,C015,447244,K1,Completed,0,1,4,P008,CH01
1381,2024-11-14,C010,893380,K3,Completed,0,1,3,P004,CH04
1382,2024-12-14,C037,652989,K2,Completed,0,1,5,P006,CH04
1383,2024-09-11,C028,579631,WH_MAIN,Completed,0,1,3,P008,CH05
1384,2024-08-14,C034,322395,K1,Completed,0,1,5,P020,CH01
1385,2024-04-13,C047,871988,WH_MAIN,Completed,0,1,5,P030,CH01
1386,2024-07-06,C004,865747,WH_MAIN,Completed,0,1,5,P003,CH05
1387,2024-03-12,C034,875279,K1,Completed,0,1,3,P016,CH03
1388,2024-06-14,C003,885773,K2,Completed,0,1,4,P030,CH03
1389,2024-03-13,C003,318661,K1,Completed,0,0,3,P025,CH03
1390,2024-07-26,C012,453982,K3,Completed,0,1,3,P003,CH05
1391,2024-10-08,C031,254485,K1,Completed,0,1,4,P025,CH01
1392,2024-02-13,C036,492256,K1,Completed,0,1,3,P029,CH05
1393,2024-10-27,C006,333707,WH_MAIN,Completed,0,1,4,P018,CH05
1394,2024-08-03,C009,295000,K4,Completed,0,1,3,P014,CH03
1395,2024-10-02,C036,586233,K1,Completed,0,1,3,P018,CH02
1396,2024-10-05,C029,853190,K1,Completed,0,1,3,P002,CH01
1397,2024-03-02,C019,736037,K1,Completed,0,1,3,P022,CH03
1398,2024-04-24,C018,448225,K4,Completed,0,1,4,P003,CH02
1399,2024-01-24,C030,371298,WH_MAIN,Completed,0,1,4,P016,CH02
1400,2024-04-24,C050,311754,K3,Completed,0,1,4,P029,CH04
1401,2024-07-07,C023,291614,WH_MAIN,Completed,0,1,4,P009,CH01
1402,2024-04-18,C010,441353,WH_MAIN,Completed,0,1,5,P004,CH02
1403,2024-09-24,C001,317054,WH_MAIN,Completed,0,1,4,P001,CH03
1404,2024-03-28,C020,290131,WH_MAIN,Completed,0,1,4,P004,CH04
1405,2024-11-08,C008,513118,WH_MAIN,Completed,0,1,3,P001,CH01
1406,2024-12-08,C001,292762,K4,Returned,1,1,1,P014,CH05
1407,2024-12-28,C007,385736,K2,Completed,0,1,3,P021,CH03
1408,2024-10-29,C004,495901,K1,Completed,0,1,3,P016,CH02
1409,2024-11-03,C050,634384,K1,Completed,0,0,4,P020,CH02
1410,2024-04-27,C013,516185,K4,Completed,0,1,3,P024,CH03
1411,2024-02-19,C025,580586,K1,Completed,0,0,5,P008,CH02
1412,2024-08-18,C020,882936,K3,Completed,0,1,3,P007,CH04
1413,2024-05-28,C024,771594,K3,Completed,0,0,4,P003,CH01
1414,2024-04-30,C039,560089,K1,Completed,0,1,5,P017,CH04
1415,2024-02-22,C033,276255,K2,Completed,0,1,4,P001,CH02
1416,2024-05-10,C028,645346,K1,Returned,1,0,3,P016,CH05
1417,2024-09-11,C015,831176,WH_MAIN,Completed,0,1,3,P012,CH01
1418,2024-08-16,C034,869114,K2,Completed,0,0,4,P027,CH01
1419,2024-04-17,C004,447541,K3,Completed,0,1,4,P019,CH03
1420,2024-06-29,C008,869653,K2,Completed,0,1,4,P022,CH03
1421,2024-11-07,C022,643759,WH_MAIN,Completed,0,1,3,P023,CH05
1422,2024-06-15,C038,672233,K1,Completed,0,1,4,P022,CH01
1423,2024-10-15,C035,382080,WH_MAIN,Completed,0,1,3,P014,CH05
1424,2024-11-08,C049,356739,K2,Completed,0,1,4,P030,CH03
1425,2024-03-09,C020,875527,WH_MAIN,Completed,0,1,3,P006,CH03
1426,2024-05-24,C027,618644,K1,Completed,0,1,5,P006,CH01
1427,2024-05-01,C047,592913,K4,Completed,0,1,3,P013,CH04
1428,2024-09-25,C037,472509,K1,Returned,1,1,2,P019,CH02
1429,2024-10-31,C037,442320,K4,Completed,0,1,5,P022,CH03
1430,2024-12-28,C037,385473,WH_MAIN,Completed,0,1,5,P008,CH03
1431,2024-12-18,C030,609193,K3,Completed,0,1,4,P027,CH04
1432,2024-08-15,C018,840553,K1,Completed,0,1,5,P027,CH04
1433,2024-03-07,C023,535456,WH_MAIN,Completed,0,1,4,P002,CH05
1434,2024-07-07,C045,899928,K3,Completed,0,1,5,P021,CH05
1435,2024-11-29,C027,768875,K3,Completed,0,1,5,P030,CH02
1436,2024-05-14,C046,349670,WH_MAIN,Completed,0,1,3,P001,CH02
1437,2024-10-07,C008,689067,K4,Returned,1,0,1,P028,CH01
1438,2024-08-08,C037,839488,K1,Completed,0,1,5,P015,CH05
1439,2024-05-22,C033,524386,WH_MAIN,Returned,1,0,2,P001,CH03
1440,2024-06-14,C024,750300,WH_MAIN,Completed,0,1,3,P005,CH05
1441,2024-08-03,C016,360392,K3,Returned,1,0,3,P028,CH03
1442,2024-08-13,C044,476720,K2,Completed,0,1,5,P029,CH04
1443,2024-07-30,C021,776714,K2,Completed,0,1,3,P016,CH05
1444,2024-12-03,C013,736091,K1,Returned,1,0,1,P019,CH04
1445,2024-05-03,C028,414372,K1,Returned,1,0,1,P004,CH02
1446,2024-08-17,C028,411872,WH_MAIN,Returned,1,0,3,P003,CH02
1447,2024-03-20,C028,436034,WH_MAIN,Completed,0,1,5,P017,CH01
1448,2024-08-26,C034,525566,WH_MAIN,Returned,1,0,2,P017,CH05
1449,2024-07-08,C040,399290,K4,Completed,0,1,5,P012,CH04
1450,2024-12-31,C043,740558,K2,Completed,0,1,3,P028,CH03
1451,2024-09-26,C018,365881,K3,Completed,0,1,3,P030,CH02
1452,2024-05-03,C036,567668,K1,Completed,0,1,4,P029,CH02
1453,2024-07-02,C020,524293,K3,Completed,0,1,3,P014,CH03
1454,2024-02-11,C001,332451,K1,Completed,0,1,3,P021,CH04
1455,2024-08-13,C027,494532,WH_MAIN,Completed,0,1,3,P006,CH04
1456,2024-10-18,C011,731292,WH_MAIN,Completed,0,1,4,P003,CH05
1457,2024-09-27,C038,413276,K1,Completed,0,1,5,P028,CH05
1458,2024-10-10,C003,843834,WH_MAIN,Completed,0,1,3,P009,CH01
1459,2024-10-01,C039,428827,WH_MAIN,Completed,0,1,4,P005,CH02
1460,2024-08-15,C016,317502,K1,Completed,0,1,4,P024,CH05
1461,2024-10-04,C003,496654,K2,Completed,0,1,5,P029,CH04
1462,2024-12-23,C039,571216,K4,Completed,0,1,4,P017,CH03
1463,2024-01-29,C012,310444,WH_MAIN,Returned,1,0,2,P014,CH04
1464,2024-06-23,C034,365708,K3,Completed,0,1,3,P021,CH02
1465,2024-05-27,C037,487670,K3,Completed,0,1,3,P003,CH04
1466,2024-02-03,C048,310280,K3,Returned,1,0,2,P028,CH01
1467,2024-12-01,C006,784305,K1,Completed,0,1,3,P001,CH02
1468,2024-08-24,C040,621500,K3,Completed,0,1,3,P020,CH03
1469,2024-12-12,C042,698854,K2,Completed,0,1,4,P029,CH01
1470,2024-01-06,C047,321617,K2,Completed,0,1,5,P021,CH02
1471,2024-08-27,C026,570034,WH_MAIN,Completed,0,1,3,P023,CH03
1472,2024-11-14,C019,877292,K3,Completed,0,0,5,P001,CH01
1473,2024-08-23,C003,430155,K4,Completed,0,1,4,P003,CH01
1474,2024-03-31,C029,896207,K2,Completed,0,1,3,P018,CH02
1475,2024-01-02,C009,825511,K1,Completed,0,1,3,P025,CH05
1476,2024-08-18,C018,740365,K2,Completed,0,1,4,P010,CH01
1477,2024-02-05,C033,255740,K1,Completed,0,1,5,P022,CH01
1478,2024-09-17,C016,444825,WH_MAIN,Completed,0,1,3,P026,CH03
1479,2024-09-07,C049,624763,K4,Completed,0,1,3,P003,CH04
1480,2024-07-19,C012,659771,WH_MAIN,Completed,0,1,5,P008,CH02
1481,2024-04-09,C036,502920,K1,Completed,0,1,5,P014,CH02
1482,2024-09-24,C026,508388,K2,Returned,1,0,1,P024,CH05
1483,2024-09-02,C048,327197,K3,Completed,0,1,4,P018,CH05
1484,2024-08-02,C039,719414,K2,Completed,0,1,5,P015,CH02
1485,2024-07-13,C025,516634,K4,Completed,0,1,5,P022,CH05
1486,2024-09-08,C014,741650,K4,Completed,0,1,4,P023,CH03
1487,2024-03-21,C034,588475,WH_MAIN,Completed,0,1,5,P002,CH02
1488,2024-11-18,C029,504388,K2,Completed,0,1,4,P027,CH05
1489,2024-06-28,C040,778010,K1,Completed,0,1,4,P010,CH02
1490,2024-07-03,C003,567496,WH_MAIN,Completed,0,1,5,P002,CH04
1491,2024-08-06,C005,745805,K3,Completed,0,0,4,P026,CH01
1492,2024-10-21,C031,764204,K3,Completed,0,1,4,P017,CH02
1493,2024-08-01,C017,280478,K2,Completed,0,1,4,P008,CH01
1494,2024-04-03,C042,678434,K1,Returned,1,0,1,P001,CH05
1495,2024-03-21,C045,573011,K1,Completed,0,1,5,P009,CH01
1496,2024-09-15,C007,419890,K4,Completed,0,0,5,P011,CH02
1497,2024-07-03,C007,440030,K3,Completed,0,1,3,P022,CH04
1498,2024-07-15,C049,423363,K3,Completed,0,1,3,P016,CH05
1499,2024-12-19,C008,649972,K4,Completed,0,1,4,P007,CH02
1500,2024-07-20,C047,270632,K3,Completed,0,1,4,P029,CH05
1501,2024-09-04,C015,284373,K1,Completed,0,1,5,P010,CH03
1502,2024-10-22,C037,709064,WH_MAIN,Completed,0,1,5,P023,CH01
1503,2024-01-09,C045,316371,K3,Completed,0,1,3,P026,CH03
1504,2024-01-08,C028,487977,K2,Completed,0,1,4,P003,CH02
1505,2024-05-03,C049,443132,K4,Completed,0,1,5,P018,CH04
1506,2024-01-10,C050,535995,K3,Completed,0,0,5,P025,CH05
1507,2024-09-15,C039,305040,K3,Completed,0,1,4,P024,CH01
1508,2024-01-17,C010,364797,WH_MAIN,Completed,0,0,4,P013,CH05
1509,2024-02-26,C033,545565,K2,Returned,1,1,1,P028,CH02
1510,2024-10-25,C041,288485,WH_MAIN,Completed,0,1,3,P026,CH05
1511,2024-10-02,C012,416150,WH_MAIN,Completed,0,1,4,P007,CH01
1512,2024-09-03,C021,539005,WH_MAIN,Completed,0,1,4,P025,CH02
1513,2024-07-02,C020,425470,K1,Completed,0,1,5,P004,CH05
1514,2024-08-14,C019,483547,WH_MAIN,Completed,0,1,3,P013,CH04
1515,2024-11-02,C008,718236,WH_MAIN,Completed,0,1,3,P020,CH02
1516,2024-03-10,C005,493512,K3,Completed,0,1,4,P001,CH02
1517,2024-08-12,C034,576691,WH_MAIN,Completed,0,1,4,P008,CH04
1518,2024-01-09,C016,776808,K2,Completed,0,1,5,P014,CH03
1519,2024-09-13,C028,542765,K3,Returned,1,0,3,P016,CH01
1520,2024-09-17,C036,387073,K3,Completed,0,0,4,P014,CH03
1521,2024-01-20,C041,812507,K2,Completed,0,1,4,P012,CH05
1522,2024-01-22,C028,503516,WH_MAIN,Completed,0,1,4,P019,CH04
1523,2024-09-22,C016,413448,K1,Completed,0,1,3,P023,CH03
1524,2024-04-25,C012,394004,K1,Completed,0,1,3,P015,CH02
1525,2024-04-18,C021,694867,K2,Completed,0,1,5,P028,CH05
1526,2024-09-26,C005,757571,WH_MAIN,Completed,0,1,5,P002,CH05
1527,2024-08-22,C013,852892,K4,Completed,0,1,3,P002,CH03
1528,2024-11-06,C009,559346,K2,Completed,0,1,4,P023,CH03
1529,2024-05-13,C017,484170,WH_MAIN,Completed,0,1,5,P022,CH04
1530,2024-11-04,C011,766091,K1,Completed,0,1,4,P019,CH01
1531,2024-05-04,C019,276851,K4,Completed,0,0,4,P025,CH03
1532,2024-08-06,C045,372165,WH_MAIN,Completed,0,1,4,P026,CH03
1533,2024-12-24,C034,832734,K1,Completed,0,1,3,P030,CH02
1534,2024-05-04,C027,489254,K3,Completed,0,1,4,P029,CH05
1535,2024-09-16,C006,524194,K1,Completed,0,1,4,P022,CH01
1536,2024-09-22,C031,358227,K1,Completed,0,1,4,P026,CH02
1537,2024-03-13,C032,346340,K2,Returned,1,0,1,P026,CH04
1538,2024-02-01,C036,256628,K2,Completed,0,1,5,P022,CH04
1539,2024-05-15,C022,807212,K3,Completed,0,1,4,P017,CH03
1540,2024-06-03,C031,345372,K3,Completed,0,1,5,P020,CH03
1541,2024-09-19,C004,783459,K4,Completed,0,1,5,P010,CH04
1542,2024-07-09,C037,710115,K2,Returned,1,0,3,P006,CH03
1543,2024-10-08,C033,629031,K3,Completed,0,0,4,P015,CH01
1544,2024-08-12,C039,661667,K1,Completed,0,1,5,P022,CH03
1545,2024-08-19,C013,719485,K4,Completed,0,1,3,P011,CH05
1546,2024-08-20,C003,315284,WH_MAIN,Completed,0,1,5,P028,CH03
1547,2024-02-04,C049,528877,K2,Completed,0,1,3,P005,CH02
1548,2024-06-28,C013,741859,WH_MAIN,Returned,1,1,3,P001,CH01
1549,2024-06-13,C044,787260,WH_MAIN,Completed,0,1,4,P008,CH02
1550,2024-04-09,C015,387338,WH_MAIN,Returned,1,0,2,P021,CH02
1551,2024-04-15,C035,533668,K4,Completed,0,1,3,P028,CH05
1552,2024-09-13,C023,483690,K1,Completed,0,1,5,P012,CH01
1553,2024-09-29,C044,634744,WH_MAIN,Completed,0,1,4,P012,CH01
1554,2024-05-03,C028,793293,WH_MAIN,Completed,0,1,5,P005,CH01
1555,2024-07-12,C012,662191,K1,Returned,1,0,1,P007,CH01
1556,2024-11-15,C016,731246,K4,Completed,0,1,5,P004,CH01
1557,2024-10-31,C005,626466,K3,Completed,0,1,3,P006,CH05
1558,2024-10-17,C033,744933,K2,Completed,0,1,3,P013,CH03
1559,2024-10-04,C012,280446,K4,Completed,0,1,4,P020,CH02
1560,2024-08-24,C038,291235,K1,Completed,0,1,4,P030,CH01
1561,2024-05-22,C025,493289,K2,Completed,0,1,3,P015,CH03
1562,2024-09-30,C038,694178,K2,Completed,0,1,3,P003,CH03
1563,2024-08-11,C031,665046,K3,Returned,1,0,3,P023,CH02
1564,2024-03-02,C017,733002,K1,Returned,1,0,3,P008,CH05
1565,2024-09-24,C013,669985,K1,Completed,0,1,5,P020,CH04
1566,2024-08-14,C002,455241,K3,Completed,0,1,3,P016,CH04
1567,2024-11-24,C030,253496,K4,Returned,1,0,2,P013,CH03
1568,2024-01-15,C039,469837,K3,Returned,1,0,3,P018,CH02
1569,2024-10-08,C050,746659,K2,Completed,0,1,3,P028,CH04
1570,2024-09-16,C014,372057,K2,Completed,0,1,3,P010,CH03
1571,2024-05-18,C048,769545,K3,Completed,0,1,3,P030,CH05
1572,2024-08-03,C005,487969,K2,Completed,0,1,4,P019,CH04
1573,2024-05-12,C033,519497,K1,Completed,0,1,3,P017,CH03
1574,2024-07-15,C049,349517,K1,Completed,0,1,4,P024,CH03
1575,2024-12-16,C007,346300,K2,Returned,1,1,2,P019,CH01
1576,2024-04-17,C045,453025,K2,Completed,0,1,5,P028,CH05
1577,2024-09-10,C049,672059,K1,Completed,0,1,5,P026,CH01
1578,2024-02-10,C040,681421,WH_MAIN,Returned,1,0,2,P023,CH02
1579,2024-07-29,C044,512503,K1,Completed,0,1,3,P026,CH01
1580,2024-04-02,C043,527910,WH_MAIN,Completed,0,1,4,P005,CH01
1581,2024-09-06,C038,539553,K1,Completed,0,1,4,P026,CH04
1582,2024-09-08,C048,636735,K1,Completed,0,1,3,P021,CH03
1583,2024-10-17,C044,751944,K4,Returned,1,1,1,P030,CH05
1584,2024-07-04,C050,765436,K3,Completed,0,1,4,P023,CH01
1585,2024-12-24,C031,667578,WH_MAIN,Completed,0,1,4,P009,CH05
1586,2024-09-30,C045,634545,K1,Completed,0,1,5,P012,CH01
1587,2024-01-10,C011,710786,K3,Completed,0,1,4,P021,CH02
1588,2024-05-04,C015,799779,WH_MAIN,Completed,0,0,4,P001,CH01
1589,2024-04-07,C025,359839,K3,Completed,0,1,4,P026,CH04
1590,2024-05-18,C030,800517,WH_MAIN,Returned,1,0,2,P026,CH03
1591,2024-04-12,C012,694855,WH_MAIN,Completed,0,1,4,P001,CH02
1592,2024-11-08,C035,760940,WH_MAIN,Completed,0,1,4,P015,CH01
1593,2024-07-30,C014,436841,K4,Returned,1,0,1,P002,CH05
1594,2024-02-15,C008,611865,K2,Returned,1,0,1,P030,CH02
1595,2024-11-17,C006,651343,WH_MAIN,Completed,0,1,5,P022,CH02
1596,2024-08-20,C008,441786,K2,Completed,0,1,4,P016,CH01
1597,2024-12-01,C028,281326,WH_MAIN,Completed,0,1,5,P025,CH02
1598,2024-09-20,C028,414739,K4,Completed,0,1,3,P008,CH05
1599,2024-09-28,C044,419145,K1,Completed,0,1,3,P013,CH02
1600,2024-04-04,C020,610073,K3,Completed,0,1,3,P021,CH05
1601,2024-05-11,C041,778872,WH_MAIN,Completed,0,1,3,P001,CH01
1602,2024-07-06,C047,633931,WH_MAIN,Completed,0,1,4,P016,CH03
1603,2024-05-29,C007,679351,K4,Returned,1,0,1,P029,CH02
1604,2024-10-28,C013,323093,K1,Completed,0,1,3,P007,CH03
1605,2024-09-25,C044,673096,K3,Completed,0,1,3,P005,CH05
1606,2024-06-30,C030,274185,K4,Completed,0,1,5,P022,CH02
1607,2024-08-11,C024,835168,K3,Returned,1,0,1,P029,CH04
1608,2024-12-13,C012,660070,K4,Completed,0,1,4,P023,CH03
1609,2024-08-05,C029,567620,K1,Completed,0,1,4,P003,CH02
1610,2024-10-08,C006,714948,K2,Completed,0,1,5,P012,CH03
1611,2024-08-22,C005,334246,K1,Completed,0,0,5,P026,CH02
1612,2024-09-19,C016,430836,K3,Completed,0,0,4,P016,CH01
1613,2024-08-26,C047,256039,K1,Completed,0,1,5,P019,CH03
1614,2024-06-17,C019,847852,K3,Completed,0,1,4,P005,CH04
1615,2024-09-22,C044,583678,WH_MAIN,Completed,0,1,3,P022,CH04
1616,2024-03-13,C038,656760,K3,Completed,0,1,5,P025,CH05
1617,2024-03-12,C013,681105,WH_MAIN,Completed,0,1,3,P029,CH02
1618,2024-11-04,C034,260378,K1,Completed,0,1,4,P014,CH03
1619,2024-08-22,C045,318112,K1,Completed,0,1,5,P028,CH05
1620,2024-12-05,C036,559187,K2,Returned,1,0,2,P005,CH03
1621,2024-05-05,C050,370307,K2,Returned,1,0,1,P015,CH02
1622,2024-09-08,C031,251582,K1,Completed,0,1,5,P017,CH04
1623,2024-01-25,C041,734718,K2,Completed,0,1,4,P030,CH01
1624,2024-09-25,C048,524466,K2,Completed,0,1,4,P014,CH04
1625,2024-07-02,C047,674358,K3,Returned,1,0,1,P030,CH05
1626,2024-10-17,C049,833240,WH_MAIN,Completed,0,1,3,P020,CH01
1627,2024-08-23,C038,277325,WH_MAIN,Completed,0,1,3,P005,CH05
1628,2024-09-12,C046,796522,WH_MAIN,Completed,0,1,5,P012,CH02
1629,2024-09-28,C033,609355,WH_MAIN,Completed,0,1,5,P016,CH01
1630,2024-02-13,C012,538082,K1,Completed,0,1,3,P026,CH05
1631,2024-08-17,C014,765610,K3,Completed,0,1,3,P026,CH02
1632,2024-07-27,C024,273597,K3,Completed,0,1,3,P016,CH04
1633,2024-02-06,C004,769784,WH_MAIN,Completed,0,1,3,P021,CH02
1634,2024-01-31,C017,662946,K2,Returned,1,0,3,P007,CH03
1635,2024-10-19,C011,772195,K4,Completed,0,1,5,P004,CH02
1636,2024-09-09,C002,740186,K1,Completed,0,1,3,P001,CH02
1637,2024-09-12,C019,682316,K2,Completed,0,1,3,P030,CH03
1638,2024-04-23,C034,742387,K2,Completed,0,1,4,P030,CH05
1639,2024-08-06,C049,527444,K1,Completed,0,1,4,P005,CH05
1640,2024-09-21,C017,693834,WH_MAIN,Completed,0,1,5,P023,CH02
1641,2024-11-28,C035,410897,K3,Completed,0,1,5,P026,CH03
1642,2024-08-13,C044,298546,WH_MAIN,Completed,0,1,5,P010,CH03
1643,2024-10-30,C035,384267,K2,Returned,1,0,3,P022,CH04
1644,2024-07-20,C029,569871,K3,Completed,0,1,4,P005,CH05
1645,2024-11-14,C024,573486,K3,Returned,1,0,3,P004,CH01
1646,2024-08-22,C009,500621,WH_MAIN,Completed,0,1,4,P002,CH05
1647,2024-01-19,C021,715624,K4,Completed,0,0,5,P020,CH05
1648,2024-11-29,C026,304318,K3,Returned,1,0,3,P010,CH04
1649,2024-09-14,C046,534202,K1,Completed,0,1,5,P026,CH01
1650,2024-07-22,C046,813760,WH_MAIN,Completed,0,1,4,P019,CH04
1651,2024-05-13,C044,259356,WH_MAIN,Completed,0,1,4,P026,CH01
1652,2024-03-06,C044,548185,K4,Completed,0,1,3,P001,CH02
1653,2024-09-24,C044,661279,K3,Returned,1,0,2,P024,CH01
1654,2024-08-22,C044,756740,K2,Returned,1,1,1,P005,CH04
1655,2024-07-09,C025,302546,K3,Completed,0,1,4,P013,CH05
1656,2024-10-20,C046,528071,WH_MAIN,Completed,0,1,4,P004,CH01
1657,2024-09-09,C008,877254,K1,Completed,0,1,4,P016,CH01
1658,2024-07-16,C014,296435,K1,Completed,0,1,4,P024,CH03
1659,2024-09-03,C026,798332,K4,Completed,0,0,3,P016,CH05
1660,2024-10-11,C034,605442,K3,Completed,0,1,3,P023,CH02
1661,2024-01-21,C030,497567,K1,Completed,0,0,3,P002,CH04
1662,2024-08-25,C040,793195,K3,Completed,0,1,3,P017,CH02
1663,2024-02-07,C003,586348,K4,Completed,0,1,4,P028,CH05
1664,2024-06-03,C045,681084,K1,Returned,1,0,2,P027,CH01
1665,2024-03-25,C045,702694,K1,Completed,0,1,5,P020,CH01
1666,2024-01-13,C011,546714,K1,Completed,0,1,5,P024,CH05
1667,2024-09-10,C028,580103,WH_MAIN,Completed,0,1,5,P012,CH01
1668,2024-01-27,C015,721672,WH_MAIN,Completed,0,1,5,P018,CH01
1669,2024-01-01,C045,584804,K1,Completed,0,1,3,P003,CH01
1670,2024-06-23,C016,864667,K2,Returned,1,0,3,P028,CH04
1671,2024-08-31,C007,602079,WH_MAIN,Completed,0,1,3,P001,CH04
1672,2024-12-10,C025,704385,WH_MAIN,Completed,0,0,4,P001,CH03
1673,2024-08-15,C027,734388,K1,Completed,0,1,4,P029,CH02
1674,2024-06-20,C016,582355,WH_MAIN,Completed,0,1,3,P019,CH05
1675,2024-02-04,C002,263688,K1,Completed,0,1,5,P011,CH05
1676,2024-07-08,C001,480843,K3,Completed,0,1,4,P005,CH05
1677,2024-06-17,C035,866031,K2,Completed,0,1,5,P012,CH03
1678,2024-02-15,C040,270579,K2,Returned,1,0,2,P003,CH04
1679,2024-12-16,C027,290438,WH_MAIN,Completed,0,1,4,P001,CH03
1680,2024-04-23,C039,258933,K2,Completed,0,1,3,P001,CH05
1681,2024-07-15,C050,365525,K1,Completed,0,1,5,P008,CH02
1682,2024-07-05,C006,695309,K1,Completed,0,1,3,P010,CH01
1683,2024-08-14,C034,763522,K2,Completed,0,1,4,P011,CH04
1684,2024-11-18,C032,540280,K2,Completed,0,1,5,P012,CH04
1685,2024-11-28,C030,497048,K2,Completed,0,1,5,P029,CH03
1686,2024-11-09,C010,679325,K1,Completed,0,1,5,P013,CH04
1687,2024-07-29,C031,753502,K4,Completed,0,1,5,P012,CH05
1688,2024-12-25,C015,316828,K1,Completed,0,1,4,P014,CH05
1689,2024-11-25,C014,733614,K1,Completed,0,1,3,P002,CH03
1690,2024-07-06,C032,416125,K2,Completed,0,0,3,P029,CH05
1691,2024-12-28,C029,451576,K1,Completed,0,1,3,P019,CH02
1692,2024-03-25,C031,778775,K4,Completed,0,1,5,P018,CH03
1693,2024-08-31,C033,352111,WH_MAIN,Completed,0,1,5,P003,CH02
1694,2024-04-23,C048,870757,K2,Completed,0,1,4,P023,CH01
1695,2024-12-06,C015,396615,K3,Completed,0,0,5,P017,CH02
1696,2024-07-09,C008,791067,K4,Completed,0,1,3,P026,CH01
1697,2024-09-08,C028,299964,K2,Completed,0,1,5,P008,CH01
1698,2024-07-02,C040,616383,WH_MAIN,Completed,0,1,5,P029,CH02
1699,2024-03-05,C003,592070,K1,Completed,0,0,3,P026,CH03
1700,2024-03-28,C008,799460,WH_MAIN,Completed,0,1,4,P010,CH05
1701,2024-04-13,C049,834504,K1,Returned,1,0,2,P026,CH05
1702,2024-05-03,C029,713786,WH_MAIN,Completed,0,1,5,P030,CH01
1703,2024-08-10,C044,491394,K4,Completed,0,0,5,P002,CH01
1704,2024-09-16,C038,821650,K4,Completed,0,1,3,P019,CH03
1705,2024-08-28,C015,335612,K1,Completed,0,1,3,P009,CH04
1706,2024-11-15,C028,870211,K2,Completed,0,1,5,P007,CH02
1707,2024-05-23,C037,258320,WH_MAIN,Completed,0,1,4,P004,CH01
1708,2024-08-24,C032,765568,K2,Returned,1,0,3,P026,CH05
1709,2024-03-15,C027,521616,K1,Completed,0,1,3,P021,CH03
1710,2024-06-28,C021,619491,K3,Completed,0,1,3,P018,CH02
1711,2024-06-02,C014,721457,K2,Completed,0,1,5,P013,CH03
1712,2024-12-30,C021,634711,K4,Completed,0,1,3,P011,CH02
1713,2024-08-11,C022,859570,K4,Completed,0,0,4,P029,CH02
1714,2024-02-12,C033,821316,K2,Returned,1,1,3,P024,CH01
1715,2024-08-04,C022,388674,K4,Completed,0,1,3,P004,CH03
1716,2024-07-14,C022,621300,K3,Completed,0,1,3,P025,CH03
1717,2024-10-29,C034,868860,K1,Returned,1,0,2,P021,CH05
1718,2024-08-18,C023,652838,K3,Completed,0,0,3,P029,CH05
1719,2024-06-20,C050,575733,K2,Completed,0,1,4,P025,CH01
1720,2024-11-09,C044,810093,WH_MAIN,Completed,0,1,5,P004,CH01
1721,2024-04-23,C035,743415,K4,Completed,0,1,5,P010,CH04
1722,2024-03-12,C005,874931,K4,Completed,0,1,4,P005,CH05
1723,2024-07-20,C050,606411,K1,Completed,0,1,4,P009,CH02
1724,2024-05-23,C025,285642,K3,Completed,0,1,4,P024,CH03
1725,2024-09-21,C048,542230,K3,Returned,1,1,1,P003,CH01
1726,2024-05-06,C014,868532,K2,Returned,1,0,3,P017,CH03
1727,2024-07-13,C021,449942,K3,Completed,0,1,3,P003,CH03
1728,2024-08-08,C035,425888,K3,Returned,1,0,1,P016,CH04
1729,2024-10-09,C036,471241,K2,Completed,0,0,5,P004,CH05
1730,2024-09-09,C012,545927,K3,Completed,0,1,5,P018,CH01
1731,2024-08-07,C002,738059,K4,Completed,0,1,4,P017,CH03
1732,2024-06-29,C029,726091,K4,Completed,0,1,3,P007,CH01
1733,2024-10-20,C007,844727,WH_MAIN,Completed,0,1,4,P024,CH02
1734,2024-03-07,C002,274060,K2,Completed,0,1,3,P023,CH04
1735,2024-09-04,C021,744758,K3,Completed,0,0,4,P030,CH02
1736,2024-11-08,C039,726405,K4,Returned,1,0,2,P005,CH01
1737,2024-11-14,C033,670320,WH_MAIN,Completed,0,1,3,P012,CH01
1738,2024-11-14,C031,553277,K2,Completed,0,1,5,P017,CH05
1739,2024-12-11,C050,371388,K2,Completed,0,1,3,P023,CH03
1740,2024-10-30,C024,276125,K1,Completed,0,1,3,P013,CH03
1741,2024-11-23,C031,533355,K2,Returned,1,0,1,P023,CH02
1742,2024-05-13,C002,463581,K2,Completed,0,1,4,P025,CH04
1743,2024-12-05,C022,442210,K3,Completed,0,1,3,P003,CH03
1744,2024-11-19,C045,746911,WH_MAIN,Completed,0,1,3,P009,CH05
1745,2024-09-30,C045,714105,WH_MAIN,Completed,0,1,3,P030,CH02
1746,2024-09-09,C041,764024,K1,Completed,0,1,5,P017,CH02
1747,2024-01-04,C008,475164,K2,Completed,0,1,3,P017,CH05
1748,2024-12-01,C048,553470,K1,Completed,0,1,5,P030,CH04
